state,occup,year,month,collbar-va,collbar-c,rghtowork,rtostrike-v,rtostrike-c
1,1,55,0,1,0,1,0,0
1,1,56,0,1,0,1,0,0
1,1,57,6,1,0,1,0,0
1,1,58,0,1,0,1,2,0
1,1,59,0,1,0,1,2,0
1,1,60,0,1,0,1,2,0
1,1,61,0,1,0,1,2,0
1,1,62,0,1,0,1,2,0
1,1,63,0,1,0,1,2,0
1,1,64,0,1,0,1,2,0
1,1,65,0,1,0,1,2,0
1,1,66,0,1,0,1,2,0
1,1,67,0,1,0,1,2,0
1,1,68,0,1,0,1,2,0
1,1,69,0,1,0,1,2,0
1,1,70,0,1,0,1,2,0
1,1,71,0,1,0,1,2,0
1,1,72,0,1,0,1,2,0
1,1,73,0,1,0,1,2,0
1,1,74,0,1,0,1,2,0
1,1,75,0,1,0,1,2,0
1,1,76,0,1,0,1,2,0
1,1,77,0,1,0,1,2,0
1,1,78,0,1,0,1,2,0
1,1,79,0,1,0,1,2,0
1,1,80,0,1,0,1,2,0
1,1,81,0,1,0,1,2,0
1,1,82,0,1,0,1,2,0
1,1,83,0,1,0,1,2,0
1,1,84,6,1,0,1,2,0
1,1,85,0,1,0,1,2,0
1,1,86,0,1,0,1,2,0
1,1,87,0,1,0,1,2,0
1,1,88,0,1,0,1,2,0
1,1,89,0,1,0,1,2,0
1,1,90,0,1,0,1,2,0
1,1,91,0,1,0,1,2,0
1,1,92,0,1,0,1,2,0
1,1,93,0,1,0,1,2,0
1,1,94,0,1,0,1,2,0
1,1,95,0,1,0,1,2,0
1,1,96,0,1,0,1,2,0
1,2,55,0,0,0,1,0,0
1,2,56,0,0,0,1,0,0
1,2,57,6,0,0,1,0,0
1,2,58,0,1,0,1,2,0
1,2,59,0,1,0,1,2,0
1,2,60,0,1,0,1,2,0
1,2,61,0,1,0,1,2,0
1,2,62,0,1,0,1,2,0
1,2,63,0,1,0,1,2,0
1,2,64,0,1,0,1,2,0
1,2,65,0,1,0,1,2,0
1,2,66,0,1,0,1,2,0
1,2,67,0,1,0,1,2,0
1,2,68,0,1,0,1,2,0
1,2,69,0,1,0,1,2,0
1,2,70,0,1,0,1,2,0
1,2,71,0,1,0,1,2,0
1,2,72,0,1,0,1,2,0
1,2,73,0,1,0,1,2,0
1,2,74,0,1,0,1,2,0
1,2,75,0,1,0,1,2,0
1,2,76,0,1,0,1,2,0
1,2,77,0,1,0,1,2,0
1,2,78,0,1,0,1,2,0
1,2,79,0,1,0,1,2,0
1,2,80,0,1,0,1,2,0
1,2,81,0,1,0,1,2,0
1,2,82,0,1,0,1,2,0
1,2,83,0,1,0,1,2,0
1,2,84,6,1,0,1,2,0
1,2,85,0,1,0,1,2,0
1,2,86,0,1,0,1,2,0
1,2,87,0,1,0,1,2,0
1,2,88,0,1,0,1,2,0
1,2,89,0,1,0,1,2,0
1,2,90,0,1,0,1,2,0
1,2,91,0,1,0,1,2,0
1,2,92,0,1,0,1,2,0
1,2,93,0,1,0,1,2,0
1,2,94,0,1,0,1,2,0
1,2,95,0,1,0,1,2,0
1,2,96,0,1,0,1,2,0
1,3,55,0,0,0,1,0,0
1,3,56,0,0,0,1,0,0
1,3,57,6,0,0,1,0,0
1,3,58,0,1,0,1,2,0
1,3,59,0,1,0,1,2,0
1,3,60,0,1,0,1,2,0
1,3,61,0,1,0,1,2,0
1,3,62,0,1,0,1,2,0
1,3,63,0,1,0,1,2,0
1,3,64,0,1,0,1,2,0
1,3,65,0,1,0,1,2,0
1,3,66,0,1,0,1,2,0
1,3,67,8,1,0,1,2,0
1,3,68,0,3,1,1,2,0
1,3,69,0,3,1,1,2,0
1,3,70,0,3,1,1,2,0
1,3,71,0,3,1,1,2,0
1,3,72,0,3,1,1,2,0
1,3,73,0,3,1,1,2,0
1,3,74,0,3,1,1,2,0
1,3,75,0,3,1,1,2,0
1,3,76,0,3,1,1,2,0
1,3,77,0,3,1,1,2,0
1,3,78,0,3,1,1,2,0
1,3,79,0,3,1,1,2,0
1,3,80,0,3,1,1,2,0
1,3,81,0,3,1,1,2,0
1,3,82,0,3,1,1,2,0
1,3,83,0,3,1,1,2,0
1,3,84,6,3,1,1,2,0
1,3,85,0,3,1,1,2,0
1,3,86,0,3,1,1,2,0
1,3,87,0,3,1,1,2,0
1,3,88,0,3,1,1,2,0
1,3,89,0,3,1,1,2,0
1,3,90,0,3,1,1,2,0
1,3,91,0,3,1,1,2,0
1,3,92,0,3,1,1,2,0
1,3,93,0,3,1,1,2,0
1,3,94,0,3,1,1,2,0
1,3,95,0,3,1,1,2,0
1,3,96,0,3,1,1,2,0
1,4,55,0,0,0,1,0,0
1,4,56,0,0,0,1,0,0
1,4,57,6,0,0,1,0,0
1,4,58,0,1,0,1,2,0
1,4,59,0,1,0,1,2,0
1,4,60,0,1,0,1,2,0
1,4,61,0,1,0,1,2,0
1,4,62,0,1,0,1,2,0
1,4,63,0,1,0,1,2,0
1,4,64,0,1,0,1,2,0
1,4,65,0,1,0,1,2,0
1,4,66,0,1,0,1,2,0
1,4,67,0,1,0,1,2,0
1,4,68,0,1,0,1,2,0
1,4,69,0,1,0,1,2,0
1,4,70,0,1,0,1,2,0
1,4,71,0,1,0,1,2,0
1,4,72,0,1,0,1,2,0
1,4,73,8,1,0,1,2,0
1,4,74,0,1,0,1,2,0
1,4,75,0,1,0,1,2,0
1,4,76,0,1,0,1,2,0
1,4,77,0,1,0,1,2,0
1,4,78,0,1,0,1,2,0
1,4,79,0,1,0,1,2,0
1,4,80,0,1,0,1,2,0
1,4,81,0,1,0,1,2,0
1,4,82,0,1,0,1,2,0
1,4,83,0,1,0,1,2,0
1,4,84,6,1,0,1,2,0
1,4,85,0,1,0,1,2,0
1,4,86,0,1,0,1,2,0
1,4,87,0,1,0,1,2,0
1,4,88,0,1,0,1,2,0
1,4,89,0,1,0,1,2,0
1,4,90,0,1,0,1,2,0
1,4,91,0,1,0,1,2,0
1,4,92,0,1,0,1,2,0
1,4,93,0,1,0,1,2,0
1,4,94,0,1,0,1,2,0
1,4,95,0,1,0,1,2,0
1,4,96,0,1,0,1,2,0
1,5,55,0,0,0,1,0,0
1,5,56,0,0,0,1,0,0
1,5,57,6,0,0,1,0,0
1,5,58,0,1,0,1,2,0
1,5,59,0,1,0,1,2,0
1,5,60,0,1,0,1,2,0
1,5,61,0,1,0,1,2,0
1,5,62,0,1,0,1,2,0
1,5,63,0,1,0,1,2,0
1,5,64,0,1,0,1,2,0
1,5,65,0,1,0,1,2,0
1,5,66,0,1,0,1,2,0
1,5,67,0,1,0,1,2,0
1,5,68,0,1,0,1,2,0
1,5,69,0,1,0,1,2,0
1,5,70,0,1,0,1,2,0
1,5,71,0,1,0,1,2,0
1,5,72,0,1,0,1,2,0
1,5,73,0,1,0,1,2,0
1,5,74,0,1,0,1,2,0
1,5,75,0,1,0,1,2,0
1,5,76,0,1,0,1,2,0
1,5,77,0,1,0,1,2,0
1,5,78,0,1,0,1,2,0
1,5,79,0,1,0,1,2,0
1,5,80,0,1,0,1,2,0
1,5,81,0,1,0,1,2,0
1,5,82,0,1,0,1,2,0
1,5,83,0,1,0,1,2,0
1,5,84,6,1,0,1,2,0
1,5,85,0,1,0,1,2,0
1,5,86,0,1,0,1,2,0
1,5,87,0,1,0,1,2,0
1,5,88,0,1,0,1,2,0
1,5,89,0,1,0,1,2,0
1,5,90,0,1,0,1,2,0
1,5,91,0,1,0,1,2,0
1,5,92,0,1,0,1,2,0
1,5,93,0,1,0,1,2,0
1,5,94,0,1,0,1,2,0
1,5,95,0,1,0,1,2,0
1,5,96,0,1,0,1,2,0
2,1,55,0,0,0,0,0,0
2,1,56,0,0,0,0,0,0
2,1,57,0,0,0,0,0,0
2,1,58,0,0,0,0,0,0
2,1,59,4,0,0,0,0,0
2,1,60,0,2,1,0,0,0
2,1,61,0,2,1,0,0,0
2,1,62,0,2,1,0,0,0
2,1,63,0,2,1,0,0,0
2,1,64,0,2,1,0,0,0
2,1,65,0,2,1,0,0,0
2,1,66,0,2,1,0,0,0
2,1,67,0,2,1,0,0,0
2,1,68,0,2,1,0,0,0
2,1,69,0,2,1,0,0,0
2,1,70,0,2,1,0,0,0
2,1,71,0,2,1,0,0,0
2,1,72,9,2,1,0,0,0
2,1,73,0,6,2,0,3,1
2,1,74,0,6,2,0,3,1
2,1,75,0,6,2,0,3,1
2,1,76,5,6,2,0,3,1
2,1,77,0,6,2,0,3,1
2,1,78,0,6,2,0,3,1
2,1,79,0,6,2,0,3,1
2,1,80,0,6,2,0,3,1
2,1,81,0,6,2,0,3,1
2,1,82,0,6,2,0,3,1
2,1,83,0,6,2,0,3,1
2,1,84,1,6,2,0,3,1
2,1,85,0,6,2,0,3,1
2,1,86,0,6,2,0,3,1
2,1,87,0,6,2,0,3,1
2,1,88,0,6,2,0,3,1
2,1,89,0,6,2,0,3,1
2,1,90,0,6,2,0,3,1
2,1,91,0,6,2,0,3,1
2,1,92,0,6,2,0,3,1
2,1,93,0,6,2,0,3,1
2,1,94,0,6,2,0,3,1
2,1,95,0,6,2,0,3,1
2,1,96,0,6,2,0,3,1
2,2,55,0,0,0,0,0,0
2,2,56,0,0,0,0,0,0
2,2,57,0,0,0,0,0,0
2,2,58,0,0,0,0,0,0
2,2,59,4,0,0,0,0,0
2,2,60,0,2,1,0,0,0
2,2,61,0,2,1,0,0,0
2,2,62,0,2,1,0,0,0
2,2,63,0,2,1,0,0,0
2,2,64,0,2,1,0,0,0
2,2,65,0,2,1,0,0,0
2,2,66,0,2,1,0,0,0
2,2,67,0,2,1,0,0,0
2,2,68,0,2,1,0,0,0
2,2,69,0,2,1,0,0,0
2,2,70,0,2,1,0,0,0
2,2,71,0,2,1,0,0,0
2,2,72,9,2,1,0,0,0
2,2,73,0,6,2,0,3,1
2,2,74,0,6,2,0,3,1
2,2,75,0,6,2,0,3,1
2,2,76,5,6,2,0,3,1
2,2,77,0,6,2,0,3,1
2,2,78,0,6,2,0,3,1
2,2,79,0,6,2,0,3,1
2,2,80,0,6,2,0,3,1
2,2,81,0,6,2,0,3,1
2,2,82,0,6,2,0,3,1
2,2,83,0,6,2,0,3,1
2,2,84,1,6,2,0,3,1
2,2,85,0,6,2,0,3,1
2,2,86,0,6,2,0,3,1
2,2,87,0,6,2,0,3,1
2,2,88,0,6,2,0,3,1
2,2,89,0,6,2,0,3,1
2,2,90,0,6,2,0,3,1
2,2,91,0,6,2,0,3,1
2,2,92,0,6,2,0,3,1
2,2,93,0,6,2,0,2,0
2,2,94,0,6,2,0,2,0
2,2,95,0,6,2,0,2,0
2,2,96,0,6,2,0,2,0
2,3,55,0,0,0,0,0,0
2,3,56,0,0,0,0,0,0
2,3,57,0,0,0,0,0,0
2,3,58,0,0,0,0,0,0
2,3,59,4,0,0,0,0,0
2,3,60,0,2,1,0,0,0
2,3,61,0,2,1,0,0,0
2,3,62,0,2,1,0,0,0
2,3,63,0,2,1,0,0,0
2,3,64,0,2,1,0,0,0
2,3,65,0,2,1,0,0,0
2,3,66,0,2,1,0,0,0
2,3,67,0,2,1,0,0,0
2,3,68,0,2,1,0,0,0
2,3,69,0,2,1,0,0,0
2,3,70,0,2,1,0,0,0
2,3,71,0,2,1,0,0,0
2,3,72,9,2,1,0,0,0
2,3,73,0,6,2,0,3,1
2,3,74,0,6,2,0,3,1
2,3,75,0,6,2,0,3,1
2,3,76,5,6,2,0,3,1
2,3,77,0,6,2,0,3,1
2,3,78,0,6,2,0,3,1
2,3,79,0,6,2,0,3,1
2,3,80,0,6,2,0,3,1
2,3,81,0,6,2,0,3,1
2,3,82,0,6,2,0,3,1
2,3,83,0,6,2,0,3,1
2,3,84,1,6,2,0,3,1
2,3,85,0,6,2,0,3,1
2,3,86,0,6,2,0,3,1
2,3,87,0,6,2,0,3,1
2,3,88,0,6,2,0,3,1
2,3,89,0,6,2,0,3,1
2,3,90,0,6,2,0,3,1
2,3,91,0,6,2,0,3,1
2,3,92,0,6,2,0,3,1
2,3,93,0,6,2,0,2,0
2,3,94,0,6,2,0,2,0
2,3,95,0,6,2,0,2,0
2,3,96,0,6,2,0,2,0
2,4,55,0,0,0,0,0,0
2,4,56,0,0,0,0,0,0
2,4,57,0,0,0,0,0,0
2,4,58,0,0,0,0,0,0
2,4,59,4,0,0,0,0,0
2,4,60,0,2,1,0,0,0
2,4,61,0,2,1,0,0,0
2,4,62,0,2,1,0,0,0
2,4,63,0,2,1,0,0,0
2,4,64,0,2,1,0,0,0
2,4,65,0,2,1,0,0,0
2,4,66,0,2,1,0,0,0
2,4,67,0,2,1,0,0,0
2,4,68,0,2,1,0,0,0
2,4,69,0,2,1,0,0,0
2,4,70,6,2,1,0,0,0
2,4,71,0,6,2,0,0,0
2,4,72,9,6,2,0,0,0
2,4,73,0,6,2,0,3,1
2,4,74,0,6,2,0,3,1
2,4,75,0,6,2,0,3,1
2,4,76,0,6,2,0,3,1
2,4,77,0,6,2,0,3,1
2,4,78,0,6,2,0,3,1
2,4,79,0,6,2,0,3,1
2,4,80,0,6,2,0,3,1
2,4,81,0,6,2,0,3,1
2,4,82,0,6,2,0,3,1
2,4,83,0,6,2,0,3,1
2,4,84,1,6,2,0,3,1
2,4,85,0,6,2,0,3,1
2,4,86,0,6,2,0,3,1
2,4,87,0,6,2,0,3,1
2,4,88,0,6,2,0,3,1
2,4,89,0,6,2,0,3,1
2,4,90,0,6,2,0,3,1
2,4,91,0,6,2,0,3,1
2,4,92,0,6,2,0,3,1
2,4,93,0,6,2,0,3,1
2,4,94,0,6,2,0,3,1
2,4,95,0,6,2,0,3,1
2,4,96,0,6,2,0,3,1
2,5,55,0,0,0,0,0,0
2,5,56,0,0,0,0,0,0
2,5,57,0,0,0,0,0,0
2,5,58,0,0,0,0,0,0
2,5,59,4,0,0,0,0,0
2,5,60,0,2,1,0,0,0
2,5,61,0,2,1,0,0,0
2,5,62,0,2,1,0,0,0
2,5,63,0,2,1,0,0,0
2,5,64,0,2,1,0,0,0
2,5,65,0,2,1,0,0,0
2,5,66,0,2,1,0,0,0
2,5,67,0,2,1,0,0,0
2,5,68,0,2,1,0,0,0
2,5,69,0,2,1,0,0,0
2,5,70,0,2,1,0,0,0
2,5,71,0,2,1,0,0,0
2,5,72,9,2,1,0,0,0
2,5,73,0,6,2,0,3,1
2,5,74,0,6,2,0,3,1
2,5,75,0,6,2,0,3,1
2,5,76,5,6,2,0,3,1
2,5,77,0,6,2,0,3,1
2,5,78,0,6,2,0,3,1
2,5,79,0,6,2,0,3,1
2,5,80,0,6,2,0,3,1
2,5,81,0,6,2,0,3,1
2,5,82,0,6,2,0,3,1
2,5,83,0,6,2,0,3,1
2,5,84,1,6,2,0,3,1
2,5,85,0,6,2,0,3,1
2,5,86,0,6,2,0,3,1
2,5,87,0,6,2,0,3,1
2,5,88,0,6,2,0,3,1
2,5,89,0,6,2,0,3,1
2,5,90,0,6,2,0,3,1
2,5,91,0,6,2,0,3,1
2,5,92,0,6,2,0,3,1
2,5,93,0,6,2,0,3,1
2,5,94,0,6,2,0,3,1
2,5,95,0,6,2,0,3,1
2,5,96,0,6,2,0,3,1
3,1,55,0,0,0,1,0,0
3,1,56,0,0,0,1,0,0
3,1,57,0,0,0,1,0,0
3,1,58,0,0,0,1,0,0
3,1,59,0,0,0,1,0,0
3,1,60,0,0,0,1,0,0
3,1,61,0,0,0,1,0,0
3,1,62,0,0,0,1,0,0
3,1,63,0,0,0,1,0,0
3,1,64,0,0,0,1,0,0
3,1,65,0,0,0,1,0,0
3,1,66,0,0,0,1,0,0
3,1,67,0,0,0,1,0,0
3,1,68,0,0,0,1,0,0
3,1,69,0,0,0,1,0,0
3,1,70,0,0,0,1,0,0
3,1,71,0,0,0,1,0,0
3,1,72,0,0,0,1,0,0
3,1,73,0,0,0,1,0,0
3,1,74,13,0,0,1,0,0
3,1,75,0,2,1,1,0,0
3,1,76,0,2,1,1,0,0
3,1,77,5,2,1,1,0,0
3,1,78,0,2,1,1,0,0
3,1,79,0,2,1,1,0,0
3,1,80,0,2,1,1,0,0
3,1,81,0,2,1,1,0,0
3,1,82,0,2,1,1,0,0
3,1,83,0,2,1,1,0,0
3,1,84,0,2,1,1,0,0
3,1,85,1,2,1,1,0,0
3,1,86,0,2,1,1,0,0
3,1,87,0,2,1,1,0,0
3,1,88,0,2,1,1,0,0
3,1,89,0,2,1,1,0,0
3,1,90,0,2,1,1,0,0
3,1,91,0,2,1,1,0,0
3,1,92,0,2,1,1,0,0
3,1,93,0,2,1,1,0,0
3,1,94,0,2,1,1,0,0
3,1,95,0,2,1,1,0,0
3,1,96,0,2,1,1,0,0
3,2,55,0,0,0,1,0,0
3,2,56,0,0,0,1,0,0
3,2,57,0,0,0,1,0,0
3,2,58,0,0,0,1,0,0
3,2,59,0,0,0,1,0,0
3,2,60,0,0,0,1,0,0
3,2,61,0,0,0,1,0,0
3,2,62,0,0,0,1,0,0
3,2,63,0,0,0,1,0,0
3,2,64,0,0,0,1,0,0
3,2,65,0,0,0,1,0,0
3,2,66,0,0,0,1,0,0
3,2,67,0,0,0,1,0,0
3,2,68,0,0,0,1,0,0
3,2,69,0,0,0,1,0,0
3,2,70,0,0,0,1,0,0
3,2,71,0,0,0,1,0,0
3,2,72,0,0,0,1,0,0
3,2,73,0,0,0,1,0,0
3,2,74,13,0,0,1,0,0
3,2,75,0,2,1,1,0,0
3,2,76,0,2,1,1,0,0
3,2,77,0,2,1,1,0,0
3,2,78,0,2,1,1,0,0
3,2,79,0,2,1,1,0,0
3,2,80,0,2,1,1,0,0
3,2,81,0,2,1,1,0,0
3,2,82,0,2,1,1,0,0
3,2,83,0,2,1,1,0,0
3,2,84,0,2,1,1,0,0
3,2,85,1,2,1,1,0,0
3,2,86,0,2,1,1,0,0
3,2,87,0,2,1,1,0,0
3,2,88,0,2,1,1,0,0
3,2,89,0,2,1,1,0,0
3,2,90,0,2,1,1,0,0
3,2,91,0,2,1,1,0,0
3,2,92,0,2,1,1,0,0
3,2,93,0,2,1,1,0,0
3,2,94,0,2,1,1,0,0
3,2,95,0,2,1,1,0,0
3,2,96,0,2,1,1,0,0
3,3,55,0,0,0,1,0,0
3,3,56,0,0,0,1,0,0
3,3,57,0,0,0,1,0,0
3,3,58,0,0,0,1,0,0
3,3,59,0,0,0,1,0,0
3,3,60,0,0,0,1,0,0
3,3,61,0,0,0,1,0,0
3,3,62,0,0,0,1,0,0
3,3,63,0,0,0,1,0,0
3,3,64,0,0,0,1,0,0
3,3,65,0,0,0,1,0,0
3,3,66,0,0,0,1,0,0
3,3,67,0,0,0,1,0,0
3,3,68,0,0,0,1,0,0
3,3,69,0,0,0,1,0,0
3,3,70,0,0,0,1,0,0
3,3,71,0,0,0,1,0,0
3,3,72,0,0,0,1,0,0
3,3,73,0,0,0,1,0,0
3,3,74,13,0,0,1,0,0
3,3,75,0,2,1,1,0,0
3,3,76,0,2,1,1,0,0
3,3,77,0,2,1,1,0,0
3,3,78,0,2,1,1,0,0
3,3,79,0,2,1,1,0,0
3,3,80,0,2,1,1,0,0
3,3,81,0,2,1,1,0,0
3,3,82,0,2,1,1,0,0
3,3,83,0,2,1,1,0,0
3,3,84,0,2,1,1,0,0
3,3,85,1,2,1,1,0,0
3,3,86,0,2,1,1,0,0
3,3,87,0,2,1,1,0,0
3,3,88,0,2,1,1,0,0
3,3,89,0,2,1,1,0,0
3,3,90,0,2,1,1,0,0
3,3,91,0,2,1,1,0,0
3,3,92,0,2,1,1,0,0
3,3,93,0,2,1,1,0,0
3,3,94,0,2,1,1,0,0
3,3,95,0,2,1,1,0,0
3,3,96,0,2,1,1,0,0
3,4,55,0,0,0,1,0,0
3,4,56,0,0,0,1,0,0
3,4,57,0,0,0,1,0,0
3,4,58,0,0,0,1,0,0
3,4,59,0,0,0,1,0,0
3,4,60,0,0,0,1,0,0
3,4,61,0,0,0,1,0,0
3,4,62,0,0,0,1,0,0
3,4,63,0,0,0,1,0,0
3,4,64,0,0,0,1,0,0
3,4,65,0,0,0,1,0,0
3,4,66,0,0,0,1,0,0
3,4,67,0,0,0,1,0,0
3,4,68,0,0,0,1,0,0
3,4,69,0,0,0,1,0,0
3,4,70,0,0,0,1,0,0
3,4,71,13,0,0,1,0,0
3,4,72,13,0,0,1,2,0
3,4,73,0,2,1,1,2,0
3,4,74,13,2,1,1,2,0
3,4,75,0,2,1,1,2,0
3,4,76,0,2,1,1,2,0
3,4,77,0,2,1,1,2,0
3,4,78,0,2,1,1,2,0
3,4,79,0,2,1,1,2,0
3,4,80,0,2,1,1,2,0
3,4,81,0,2,1,1,2,0
3,4,82,0,2,1,1,2,0
3,4,83,0,2,1,1,2,0
3,4,84,0,2,1,1,2,0
3,4,85,1,2,1,1,2,0
3,4,86,0,2,1,1,2,0
3,4,87,0,2,1,1,2,0
3,4,88,0,2,1,1,2,0
3,4,89,0,2,1,1,2,0
3,4,90,0,2,1,1,2,0
3,4,91,0,2,1,1,2,0
3,4,92,0,2,1,1,2,0
3,4,93,0,2,1,1,2,0
3,4,94,0,2,1,1,2,0
3,4,95,0,2,1,1,2,0
3,4,96,0,2,1,1,2,0
3,5,55,0,0,0,1,0,0
3,5,56,0,0,0,1,0,0
3,5,57,0,0,0,1,0,0
3,5,58,0,0,0,1,0,0
3,5,59,0,0,0,1,0,0
3,5,60,0,0,0,1,0,0
3,5,61,0,0,0,1,0,0
3,5,62,0,0,0,1,0,0
3,5,63,0,0,0,1,0,0
3,5,64,0,0,0,1,0,0
3,5,65,0,0,0,1,0,0
3,5,66,0,0,0,1,0,0
3,5,67,0,0,0,1,0,0
3,5,68,0,0,0,1,0,0
3,5,69,0,0,0,1,0,0
3,5,70,0,0,0,1,0,0
3,5,71,0,0,0,1,0,0
3,5,72,0,0,0,1,0,0
3,5,73,0,0,0,1,0,0
3,5,74,13,0,0,1,0,0
3,5,75,0,2,1,1,0,0
3,5,76,0,2,1,1,0,0
3,5,77,0,2,1,1,0,0
3,5,78,0,2,1,1,0,0
3,5,79,0,2,1,1,0,0
3,5,80,0,2,1,1,0,0
3,5,81,0,2,1,1,0,0
3,5,82,0,2,1,1,0,0
3,5,83,0,2,1,1,0,0
3,5,84,0,2,1,1,0,0
3,5,85,1,2,1,1,0,0
3,5,86,0,2,1,1,0,0
3,5,87,0,2,1,1,0,0
3,5,88,0,2,1,1,0,0
3,5,89,0,2,1,1,0,0
3,5,90,0,2,1,1,0,0
3,5,91,0,2,1,1,0,0
3,5,92,0,2,1,1,0,0
3,5,93,0,2,1,1,0,0
3,5,94,0,2,1,1,0,0
3,5,95,0,2,1,1,0,0
3,5,96,0,2,1,1,0,0
4,1,55,0,0,0,1,0,0
4,1,56,0,0,0,1,0,0
4,1,57,0,0,0,1,0,0
4,1,58,13,0,0,1,0,0
4,1,59,0,0,0,1,2,0
4,1,60,0,0,0,1,2,0
4,1,61,0,0,0,1,2,0
4,1,62,0,0,0,1,2,0
4,1,63,0,0,0,1,2,0
4,1,64,0,0,0,1,2,0
4,1,65,0,0,0,1,2,0
4,1,66,0,0,0,1,2,0
4,1,67,0,0,0,1,2,0
4,1,68,9,0,0,1,2,0
4,1,69,0,2,1,1,2,0
4,1,70,0,2,1,1,2,0
4,1,71,0,2,1,1,2,0
4,1,72,0,2,1,1,2,0
4,1,73,7,2,1,1,2,0
4,1,74,0,2,1,1,2,0
4,1,75,0,2,1,1,2,0
4,1,76,0,2,1,1,2,0
4,1,77,0,2,1,1,2,0
4,1,78,0,2,1,1,2,0
4,1,79,0,2,1,1,2,0
4,1,80,0,2,1,1,2,0
4,1,81,0,2,1,1,2,0
4,1,82,0,2,1,1,2,0
4,1,83,0,2,1,1,2,0
4,1,84,0,2,1,1,2,0
4,1,85,1,2,1,1,2,0
4,1,86,0,2,1,1,2,0
4,1,87,0,2,1,1,2,0
4,1,88,0,2,1,1,2,0
4,1,89,0,2,1,1,2,0
4,1,90,0,2,1,1,2,0
4,1,91,0,2,1,1,2,0
4,1,92,,,,1,,
4,1,93,,,,1,,
4,1,94,,,,1,,
4,1,95,,,,1,,
4,1,96,,,,1,,
4,2,55,0,0,0,1,0,0
4,2,56,0,0,0,1,0,0
4,2,57,0,0,0,1,0,0
4,2,58,13,0,0,1,0,0
4,2,59,0,0,0,1,2,0
4,2,60,0,0,0,1,2,0
4,2,61,0,0,0,1,2,0
4,2,62,0,0,0,1,2,0
4,2,63,0,0,0,1,2,0
4,2,64,0,0,0,1,2,0
4,2,65,0,0,0,1,2,0
4,2,66,0,0,0,1,2,0
4,2,67,0,0,0,1,2,0
4,2,68,9,0,0,1,2,0
4,2,69,0,2,1,1,2,0
4,2,70,0,2,1,1,2,0
4,2,71,0,2,1,1,2,0
4,2,72,0,2,1,1,2,0
4,2,73,0,2,1,1,2,0
4,2,74,0,2,1,1,2,0
4,2,75,0,2,1,1,2,0
4,2,76,0,2,1,1,2,0
4,2,77,0,2,1,1,2,0
4,2,78,0,2,1,1,2,0
4,2,79,0,2,1,1,2,0
4,2,80,0,2,1,1,2,0
4,2,81,0,2,1,1,2,0
4,2,82,0,2,1,1,2,0
4,2,83,0,2,1,1,2,0
4,2,84,0,2,1,1,2,0
4,2,85,1,2,1,1,2,0
4,2,86,0,2,1,1,2,0
4,2,87,0,2,1,1,2,0
4,2,88,0,2,1,1,2,0
4,2,89,0,2,1,1,2,0
4,2,90,0,2,1,1,2,0
4,2,91,0,2,1,1,2,0
4,2,92,,,,1,,
4,2,93,,,,1,,
4,2,94,,,,1,,
4,2,95,,,,1,,
4,2,96,,,,1,,
4,3,55,0,0,0,1,0,0
4,3,56,0,0,0,1,0,0
4,3,57,0,0,0,1,0,0
4,3,58,13,0,0,1,0,0
4,3,59,0,0,0,1,2,0
4,3,60,0,0,0,1,2,0
4,3,61,0,0,0,1,2,0
4,3,62,0,0,0,1,2,0
4,3,63,0,0,0,1,2,0
4,3,64,0,0,0,1,2,0
4,3,65,0,0,0,1,2,0
4,3,66,0,0,0,1,2,0
4,3,67,0,0,0,1,2,0
4,3,68,9,0,0,1,2,0
4,3,69,0,2,1,1,2,0
4,3,70,0,2,1,1,2,0
4,3,71,0,2,1,1,2,0
4,3,72,0,2,1,1,2,0
4,3,73,0,2,1,1,2,0
4,3,74,0,2,1,1,2,0
4,3,75,0,2,1,1,2,0
4,3,76,0,2,1,1,2,0
4,3,77,0,2,1,1,2,0
4,3,78,0,2,1,1,2,0
4,3,79,0,2,1,1,2,0
4,3,80,0,2,1,1,2,0
4,3,81,0,2,1,1,2,0
4,3,82,0,2,1,1,2,0
4,3,83,0,2,1,1,2,0
4,3,84,0,2,1,1,2,0
4,3,85,1,2,1,1,2,0
4,3,86,0,2,1,1,2,0
4,3,87,0,2,1,1,2,0
4,3,88,0,2,1,1,2,0
4,3,89,0,2,1,1,2,0
4,3,90,0,2,1,1,2,0
4,3,91,0,2,1,1,2,0
4,3,92,,,,1,,
4,3,93,,,,1,,
4,3,94,,,,1,,
4,3,95,,,,1,,
4,3,96,,,,1,,
4,4,55,0,0,0,1,0,0
4,4,56,0,0,0,1,0,0
4,4,57,0,0,0,1,0,0
4,4,58,13,0,0,1,0,0
4,4,59,0,0,0,1,2,0
4,4,60,0,0,0,1,2,0
4,4,61,0,0,0,1,2,0
4,4,62,0,0,0,1,2,0
4,4,63,0,0,0,1,2,0
4,4,64,0,0,0,1,2,0
4,4,65,0,0,0,1,2,0
4,4,66,0,0,0,1,2,0
4,4,67,0,0,0,1,2,0
4,4,68,9,0,0,1,2,0
4,4,69,0,2,1,1,2,0
4,4,70,0,2,1,1,2,0
4,4,71,0,2,1,1,2,0
4,4,72,0,2,1,1,2,0
4,4,73,0,2,1,1,2,0
4,4,74,0,2,1,1,2,0
4,4,75,0,2,1,1,2,0
4,4,76,0,2,1,1,2,0
4,4,77,0,2,1,1,2,0
